dataset,source,augmentation_type,augmentation_rate,trial,local_homophily_group,num_nodes_in_group,retained_same_class_edges,retained_cross_class_edges,dropped_same_class_edges,dropped_cross_class_edges,same_class_edge_retention_rate,cross_class_edge_retention_rate,neighbor_label_distribution_js_divergence,neighbor_label_distribution_js_divergence_std,neighbor_label_distribution_l1_distance,local_homophily_change,positive_pair_cosine_similarity,positive_pair_rank,positive_pair_similarity_drop,low_reliability_positive_ratio,positive_nodes_evaluated,embedding_source,labels_posthoc_only
Citeseer,pyg,edge_drop,0.8,0,high_homophily,2227,709,223,2639,981,0.21176822,0.18521595,0.308617,0.23722877,0.63995231,0.0024743885,0.99910193,1.4595202,-0.93725667,0,2227,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.8,0,all,3327,709,223,2639,981,0.21176822,0.18521595,0.32818616,0.2272356,0.69477937,0.0066323216,0.99549143,1.464,-0.9365442,0,3327,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.1,1,low_homophily,656,3013,1084,335,120,0.89994026,0.90033223,0.03610781,0.12409606,0.084933759,-0.00061318763,0.98018293,1.460199,-0.92958884,0,656,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.1,1,medium_homophily,396,3013,1084,335,120,0.89994026,0.90033223,0.043994063,0.11017929,0.16118016,-0.004764514,1,1.4243697,-0.94282985,0,396,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.1,1,high_homophily,2227,3013,1084,335,120,0.89994026,0.90033223,0.024872631,0.10442981,0.059405731,-8.8505778e-05,0.99910193,1.487218,-0.93725667,0,2227,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.1,1,all,3327,3013,1084,335,120,0.89994026,0.90033223,0.029005026,0.10881875,0.075695958,-0.00077037257,0.99549143,1.4725,-0.9365442,0,3327,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.2,1,low_homophily,656,2704,971,644,233,0.80764636,0.80647841,0.087071008,0.18115213,0.20230636,0.0016897201,0.98018293,1.460199,-0.92958884,0,656,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.2,1,medium_homophily,396,2704,971,644,233,0.80764636,0.80647841,0.078718665,0.13309815,0.28110655,0.014178079,1,1.4243697,-0.94282985,0,396,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.2,1,high_homophily,2227,2704,971,644,233,0.80764636,0.80647841,0.046808257,0.14042657,0.10829386,0.0011909905,0.99910193,1.487218,-0.93725667,0,2227,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.2,1,all,3327,2704,971,644,233,0.80764636,0.80647841,0.057869901,0.1487579,0.14583757,0.0029802595,0.99549143,1.4725,-0.9365442,0,3327,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.4,1,low_homophily,656,2014,714,1334,490,0.60155317,0.59302326,0.16153502,0.21998569,0.36804511,0.0031751692,0.98018293,1.460199,-0.92958884,0,656,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.4,1,medium_homophily,396,2014,714,1334,490,0.60155317,0.59302326,0.16949193,0.17955975,0.52221725,0.025751015,1,1.4243697,-0.94282985,0,396,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.4,1,high_homophily,2227,2014,714,1334,490,0.60155317,0.59302326,0.12254641,0.20881705,0.26897851,0.00077239006,0.99910193,1.487218,-0.93725667,0,2227,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.4,1,all,3327,2014,714,1334,490,0.60155317,0.59302326,0.13405369,0.20787875,0.3147733,0.0046827469,0.99549143,1.4725,-0.9365442,0,3327,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.6,1,low_homophily,656,1383,505,1965,699,0.41308244,0.41943522,0.24905545,0.23927232,0.54480278,0.0041107744,0.98018293,1.460199,-0.92958884,0,656,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.6,1,medium_homophily,396,1383,505,1965,699,0.41308244,0.41943522,0.27383283,0.18916954,0.76153359,-0.018447679,1,1.4243697,-0.94282985,0,396,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.6,1,high_homophily,2227,1383,505,1965,699,0.41308244,0.41943522,0.1981098,0.23747336,0.42614213,-0.0048210729,0.99910193,1.487218,-0.93725667,0,2227,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.6,1,all,3327,1383,505,1965,699,0.41308244,0.41943522,0.2143098,0.2340816,0.48331122,-0.0052001578,0.99549143,1.4725,-0.9365442,0,3327,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.8,1,low_homophily,656,669,244,2679,960,0.19982079,0.20265781,0.36901983,0.21073434,0.78065652,-0.0039020891,0.98018293,1.460199,-0.92958884,0,656,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.8,1,medium_homophily,396,669,244,2679,960,0.19982079,0.20265781,0.39075729,0.14590364,0.94360491,0.055559597,1,1.4243697,-0.94282985,0,396,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.8,1,high_homophily,2227,669,244,2679,960,0.19982079,0.20265781,0.32216004,0.23359646,0.66769287,-0.0042119302,0.99910193,1.487218,-0.93725667,0,2227,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.8,1,all,3327,669,244,2679,960,0.19982079,0.20265781,0.33491653,0.22392779,0.71317411,0.0048750469,0.99549143,1.4725,-0.9365442,0,3327,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.1,2,low_homophily,656,3011,1081,337,123,0.89934289,0.89784053,0.042899956,0.13473858,0.099202425,0.0010949992,0.98018293,1.437018,-0.92958884,0,656,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.1,2,medium_homophily,396,3011,1081,337,123,0.89934289,0.89784053,0.047241673,0.10697942,0.17755563,0.0096128834,1,1.4488189,-0.94282985,0,396,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.1,2,high_homophily,2227,3011,1081,337,123,0.89934289,0.89784053,0.024417442,0.10505058,0.057163256,-0.0011348191,0.99910193,1.446712,-0.93725667,0,2227,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.1,2,all,3327,3011,1081,337,123,0.89934289,0.89784053,0.030426125,0.11149262,0.078957437,0.00065795493,0.99549143,1.446,-0.9365442,0,3327,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.2,2,low_homophily,656,2676,957,672,247,0.79928315,0.7948505,0.076082539,0.17018982,0.18133309,-5.9652874e-05,0.98018293,1.437018,-0.92958884,0,656,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.2,2,medium_homophily,396,2676,957,672,247,0.79928315,0.7948505,0.097837916,0.14294511,0.34217624,0.0046139118,1,1.4488189,-0.94282985,0,396,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.2,2,high_homophily,2227,2676,957,672,247,0.79928315,0.7948505,0.052402085,0.14842935,0.12048464,-0.00084816317,0.99910193,1.446712,-0.93725667,0,2227,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.2,2,all,3327,2676,957,672,247,0.79928315,0.7948505,0.061723295,0.15231319,0.15713123,1.4526615e-05,0.99549143,1.446,-0.9365442,0,3327,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.4,2,low_homophily,656,1997,734,1351,470,0.59647551,0.60963455,0.15833201,0.22013892,0.35756817,-0.0031384152,0.98018293,1.437018,-0.92958884,0,656,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.4,2,medium_homophily,396,1997,734,1351,470,0.59647551,0.60963455,0.18150706,0.18352108,0.55800442,-0.029302033,1,1.4488189,-0.94282985,0,396,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.4,2,high_homophily,2227,1997,734,1351,470,0.59647551,0.60963455,0.11404968,0.20300463,0.25556734,-0.0037915936,0.99910193,1.446712,-0.93725667,0,2227,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.4,2,all,3327,1997,734,1351,470,0.59647551,0.60963455,0.12916478,0.20502921,0.30799006,-0.0071296553,0.99549143,1.446,-0.9365442,0,3327,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.6,2,low_homophily,656,1328,501,2020,703,0.39665472,0.41611296,0.24821846,0.2372803,0.5402808,-0.0080820301,0.98018293,1.437018,-0.92958884,0,656,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.6,2,medium_homophily,396,1328,501,2020,703,0.39665472,0.41611296,0.26898113,0.18609101,0.74272964,-0.041100658,1,1.4488189,-0.94282985,0,396,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.6,2,high_homophily,2227,1328,501,2020,703,0.39665472,0.41611296,0.20643273,0.23867503,0.44158532,0.0037790631,0.99910193,1.446712,-0.93725667,0,2227,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.6,2,all,3327,1328,501,2020,703,0.39665472,0.41611296,0.21913842,0.23370447,0.49051868,-0.0049712008,0.99549143,1.446,-0.9365442,0,3327,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.8,2,low_homophily,656,695,228,2653,976,0.20758662,0.18936877,0.37600513,0.2079026,0.79033568,-0.0065970682,0.98018293,1.437018,-0.92958884,0,656,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.8,2,medium_homophily,396,695,228,2653,976,0.20758662,0.18936877,0.37436393,0.16495116,0.90767959,0.04566432,1,1.4488189,-0.94282985,0,396,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.8,2,high_homophily,2227,695,228,2653,976,0.20758662,0.18936877,0.31894965,0.23484828,0.65848823,0.0070173625,0.99910193,1.446712,-0.93725667,0,2227,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.8,2,all,3327,695,228,2653,976,0.20758662,0.18936877,0.33219367,0.22578559,0.70464521,0.010957447,0.99549143,1.446,-0.9365442,0,3327,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.1,3,low_homophily,656,3016,1098,332,106,0.90083632,0.91196013,0.030559156,0.11271142,0.075284585,-0.0013906027,0.98018293,1.5040431,-0.92958884,0,656,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.1,3,medium_homophily,396,3016,1098,332,106,0.90083632,0.91196013,0.03831578,0.098504602,0.14867188,-0.0019006046,1,1.44,-0.94282985,0,396,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.1,3,high_homophily,2227,3016,1098,332,106,0.90083632,0.91196013,0.02264094,0.10007929,0.054870392,-0.0013619448,0.99910193,1.4539376,-0.93725667,0,2227,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.1,3,all,3327,3016,1098,332,106,0.90083632,0.91196013,0.025741277,0.10199773,0.069268746,-0.0014346735,0.99549143,1.462,-0.9365442,0,3327,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.2,3,low_homophily,656,2689,982,659,222,0.80316607,0.81561462,0.068745104,0.16328003,0.16441308,0.0023499999,0.98018293,1.5040431,-0.92958884,0,656,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.2,3,medium_homophily,396,2689,982,659,222,0.80316607,0.81561462,0.083115196,0.13855047,0.29475446,-0.0035283549,1,1.44,-0.94282985,0,396,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.2,3,high_homophily,2227,2689,982,659,222,0.80316607,0.81561462,0.049604471,0.1443054,0.11625455,-0.0010612423,0.99910193,1.4539376,-0.93725667,0,2227,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.2,3,all,3327,2689,982,659,222,0.80316607,0.81561462,0.056651507,0.1472154,0.14531909,-0.00072038705,0.99549143,1.462,-0.9365442,0,3327,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.4,3,low_homophily,656,2035,748,1313,456,0.60782557,0.62126246,0.15424224,0.21935126,0.35110205,-0.0037443591,0.98018293,1.5040431,-0.92958884,0,656,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.4,3,medium_homophily,396,2035,748,1313,456,0.60782557,0.62126246,0.17141803,0.17824057,0.5294028,0.010684959,1,1.44,-0.94282985,0,396,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.4,3,high_homophily,2227,2035,748,1313,456,0.60782557,0.62126246,0.11385371,0.20274177,0.25329093,-0.00010667818,0.99910193,1.4539376,-0.93725667,0,2227,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.4,3,all,3327,2035,748,1313,456,0.60782557,0.62126246,0.12702635,0.20374503,0.301787,0.00069357255,0.99549143,1.462,-0.9365442,0,3327,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.6,3,low_homophily,656,1330,486,2018,718,0.39725209,0.40365449,0.2422015,0.23500591,0.53361522,-0.0042755024,0.98018293,1.5040431,-0.92958884,0,656,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.6,3,medium_homophily,396,1330,486,2018,718,0.39725209,0.40365449,0.28876355,0.18444724,0.77839727,0.0098331744,1,1.44,-0.94282985,0,396,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.6,3,high_homophily,2227,1330,486,2018,718,0.39725209,0.40365449,0.20809551,0.23895728,0.44603826,0.00037466771,0.99910193,1.4539376,-0.93725667,0,2227,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.6,3,all,3327,1330,486,2018,718,0.39725209,0.40365449,0.22141967,0.23369109,0.49643045,0.00082450509,0.99549143,1.462,-0.9365442,0,3327,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.8,3,low_homophily,656,653,256,2695,948,0.19504182,0.21262458,0.36136967,0.21415723,0.7591762,-0.017605674,0.98018293,1.5040431,-0.92958884,0,656,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.8,3,medium_homophily,396,653,256,2695,948,0.19504182,0.21262458,0.39318237,0.14318261,0.94959394,0.018774196,1,1.44,-0.94282985,0,396,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.8,3,high_homophily,2227,653,256,2695,948,0.19504182,0.21262458,0.3193548,0.23414325,0.66216878,-0.0026522004,0.99910193,1.4539376,-0.93725667,0,2227,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.8,3,all,3327,653,256,2695,948,0.19504182,0.21262458,0.33181902,0.22470682,0.70595391,-0.002002317,0.99549143,1.462,-0.9365442,0,3327,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.1,4,low_homophily,656,2999,1087,349,117,0.89575866,0.90282392,0.035268929,0.12273419,0.084994405,0.0010884576,0.98018293,1.4665012,-0.92958884,0,656,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.1,4,medium_homophily,396,2999,1087,349,117,0.89575866,0.90282392,0.041010024,0.10047197,0.1559271,-0.0088203682,1,1.454918,-0.94282985,0,396,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.1,4,high_homophily,2227,2999,1087,349,117,0.89575866,0.90282392,0.023207317,0.1021483,0.054576916,-0.00091751484,0.99910193,1.4600302,-0.93725667,0,2227,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.1,4,all,3327,2999,1087,349,117,0.89575866,0.90282392,0.027369727,0.10589128,0.071850392,-0.0015160666,0.99549143,1.4595,-0.9365442,0,3327,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.2,4,low_homophily,656,2666,971,682,233,0.7962963,0.80647841,0.090874862,0.18504957,0.20953928,0.0032250307,0.98018293,1.4665012,-0.92958884,0,656,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.2,4,medium_homophily,396,2666,971,682,233,0.7962963,0.80647841,0.073652324,0.13592267,0.25759278,0.015087861,1,1.454918,-0.94282985,0,396,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.2,4,high_homophily,2227,2666,971,682,233,0.7962963,0.80647841,0.05204347,0.14782341,0.1204846,-0.0019181831,0.99910193,1.4600302,-0.93725667,0,2227,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.2,4,all,3327,2666,971,682,233,0.7962963,0.80647841,0.061521202,0.15453161,0.1526251,0.0012530419,0.99549143,1.4595,-0.9365442,0,3327,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.4,4,low_homophily,656,2038,736,1310,468,0.60872162,0.61129568,0.16129043,0.22224022,0.36673574,0.0013085018,0.98018293,1.4665012,-0.92958884,0,656,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.4,4,medium_homophily,396,2038,736,1310,468,0.60872162,0.61129568,0.17475058,0.1819486,0.54284095,-0.023896507,1,1.454918,-0.94282985,0,396,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.4,4,high_homophily,2227,2038,736,1310,468,0.60872162,0.61129568,0.11557429,0.20404335,0.25551921,0.0032878788,0.99910193,1.4600302,-0.93725667,0,2227,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.4,4,all,3327,2038,736,1310,468,0.60872162,0.61129568,0.12996444,0.20582017,0.30796061,-0.00081966253,0.99549143,1.4595,-0.9365442,0,3327,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.6,4,low_homophily,656,1299,472,2049,732,0.38799283,0.39202658,0.260257,0.23765587,0.57063129,-0.0046121984,0.98018293,1.4665012,-0.92958884,0,656,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.6,4,medium_homophily,396,1299,472,2049,732,0.38799283,0.39202658,0.30233526,0.18459833,0.80244257,0.0038350037,1,1.454918,-0.94282985,0,396,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.6,4,high_homophily,2227,1299,472,2049,732,0.38799283,0.39202658,0.20298445,0.2380375,0.43719846,-0.0024419997,0.99910193,1.4600302,-0.93725667,0,2227,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.6,4,all,3327,1299,472,2049,732,0.38799283,0.39202658,0.22317395,0.23479519,0.50067399,-0.0019785935,0.99549143,1.4595,-0.9365442,0,3327,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.8,4,low_homophily,656,670,262,2678,942,0.20011947,0.21760797,0.36920562,0.2062599,0.78264428,-0.0079866957,0.98018293,1.4665012,-0.92958884,0,656,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.8,4,medium_homophily,396,670,262,2678,942,0.20011947,0.21760797,0.37578389,0.16346126,0.9189125,-0.018631597,1,1.454918,-0.94282985,0,396,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.8,4,high_homophily,2227,670,262,2678,942,0.20011947,0.21760797,0.31730712,0.23534979,0.6574731,-0.0012870278,0.99910193,1.4600302,-0.93725667,0,2227,raw_feature_proxy,True
Citeseer,pyg,edge_drop,0.8,4,all,3327,670,262,2678,942,0.20011947,0.21760797,0.32992253,0.22555819,0.70378617,-0.0051456823,0.99549143,1.4595,-0.9365442,0,3327,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.1,0,low_homophily,2815,32056,7883,3509,876,0.90133558,0.89998858,0.036309646,0.12702544,0.082420238,-0.00035284559,1,1.212766,-0.9140647,0,2815,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.1,0,medium_homophily,1644,32056,7883,3509,876,0.90133558,0.89998858,0.033644108,0.093217401,0.14131535,9.7186837e-05,1,1.1354839,-0.91154704,0,1644,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.1,0,high_homophily,15258,32056,7883,3509,876,0.90133558,0.89998858,0.02538802,0.10718872,0.058709546,0.00016607197,1,1.2290467,-0.90746962,0,15258,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.1,0,all,19717,32056,7883,3509,876,0.90133558,0.89998858,0.027635694,0.10925631,0.068982383,8.7585702e-05,1,1.2195,-0.90875117,0,19717,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.2,0,low_homophily,2815,28547,7024,7018,1735,0.80267117,0.80191803,0.074114131,0.17299184,0.16682446,0.0014904011,1,1.212766,-0.9140647,0,2815,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.2,0,medium_homophily,1644,28547,7024,7018,1735,0.80267117,0.80191803,0.067627359,0.12743258,0.26491972,0.0015121501,1,1.1354839,-0.91154704,0,1644,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.2,0,high_homophily,15258,28547,7024,7018,1735,0.80267117,0.80191803,0.052668955,0.14961859,0.11995274,2.0427971e-06,1,1.2290467,-0.90746962,0,15258,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.2,0,all,19717,28547,7024,7018,1735,0.80267117,0.80191803,0.056977916,0.15170866,0.13873194,0.00034260324,1,1.2195,-0.90875117,0,19717,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.4,0,low_homophily,2815,21276,5277,14289,3482,0.5982286,0.60246603,0.16673436,0.22977965,0.35871992,-0.0015847056,1,1.212766,-0.9140647,0,2815,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.4,0,medium_homophily,1644,21276,5277,14289,3482,0.5982286,0.60246603,0.14358437,0.17162016,0.47832113,-0.016189082,1,1.1354839,-0.91154704,0,1644,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.4,0,high_homophily,15258,21276,5277,14289,3482,0.5982286,0.60246603,0.11622581,0.20586413,0.25587186,-0.00036790447,1,1.2290467,-0.90746962,0,15258,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.4,0,all,19717,21276,5277,14289,3482,0.5982286,0.60246603,0.12571808,0.20766855,0.28910328,-0.0020671207,1,1.2195,-0.90875117,0,19717,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.6,0,low_homophily,2815,14373,3446,21192,5313,0.40413328,0.39342391,0.25433306,0.24296546,0.53983417,0.0027236178,1,1.212766,-0.9140647,0,2815,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.6,0,medium_homophily,1644,14373,3446,21192,5313,0.40413328,0.39342391,0.2243004,0.19163054,0.65830976,0.012463147,1,1.1354839,-0.91154704,0,1644,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.6,0,high_homophily,15258,14373,3446,21192,5313,0.40413328,0.39342391,0.18938653,0.23577677,0.40639969,0.0023332078,1,1.2290467,-0.90746962,0,15258,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.6,0,all,19717,14373,3446,21192,5313,0.40413328,0.39342391,0.20157007,0.23465762,0.44645437,0.0034375491,1,1.2195,-0.90875117,0,19717,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.8,0,low_homophily,2815,7067,1727,28498,7032,0.19870659,0.19716863,0.36480069,0.21392711,0.7590617,0.00050387127,1,1.212766,-0.9140647,0,2815,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.8,0,medium_homophily,1644,7067,1727,28498,7032,0.19870659,0.19716863,0.33022926,0.18457473,0.84104738,0.0054561427,1,1.1354839,-0.91154704,0,1644,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.8,0,high_homophily,15258,7067,1727,28498,7032,0.19870659,0.19716863,0.29943405,0.23821602,0.62618848,-0.00032708985,1,1.2290467,-0.90746962,0,15258,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.8,0,all,19717,7067,1727,28498,7032,0.19870659,0.19716863,0.31133416,0.23202473,0.66307372,0.00043763625,1,1.2195,-0.90875117,0,19717,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.1,1,low_homophily,2815,32005,7883,3560,876,0.89990159,0.89998858,0.033902996,0.12277996,0.077398205,7.5371962e-05,1,1.2237762,-0.9140647,0,2815,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.1,1,medium_homophily,1644,32005,7883,3560,876,0.89990159,0.89998858,0.030316457,0.088823864,0.13147091,-0.00176762,1,1.2154696,-0.91154704,0,1644,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.1,1,high_homophily,15258,32005,7883,3560,876,0.89990159,0.89998858,0.025548597,0.10742408,0.0593939,0.00020674699,1,1.2237443,-0.90746962,0,15258,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.1,1,all,19717,32005,7883,3560,876,0.89990159,0.89998858,0.0271389,0.10839556,0.067974147,1.6124253e-05,1,1.223,-0.90875117,0,19717,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.2,1,low_homophily,2815,28462,7046,7103,1713,0.80028118,0.80442973,0.084598325,0.1829984,0.18775417,-0.00088189886,1,1.2237762,-0.9140647,0,2815,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.2,1,medium_homophily,1644,28462,7046,7103,1713,0.80028118,0.80442973,0.070838128,0.13076448,0.27229031,-0.0053986235,1,1.2154696,-0.91154704,0,1644,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.2,1,high_homophily,15258,28462,7046,7103,1713,0.80028118,0.80442973,0.051061183,0.14799087,0.11570885,-0.00059457206,1,1.2237443,-0.90746962,0,15258,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.2,1,all,19717,28462,7046,7103,1713,0.80028118,0.80442973,0.057498286,0.15266618,0.13905051,-0.001068887,1,1.223,-0.90875117,0,19717,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.4,1,low_homophily,2815,21323,5195,14242,3564,0.59955012,0.59310424,0.16539932,0.22872082,0.35745051,-0.0020291488,1,1.2237762,-0.9140647,0,2815,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.4,1,medium_homophily,1644,21323,5195,14242,3564,0.59955012,0.59310424,0.13802684,0.1697362,0.46805632,0.019188305,1,1.2154696,-0.91154704,0,1644,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.4,1,high_homophily,15258,21323,5195,14242,3564,0.59955012,0.59310424,0.11695185,0.20600942,0.256631,0.0016740569,1,1.2237443,-0.90746962,0,15258,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.4,1,all,19717,21323,5195,14242,3564,0.59955012,0.59310424,0.12562594,0.20738846,0.28865363,0.0029460875,1,1.223,-0.90875117,0,19717,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.6,1,low_homophily,2815,14234,3458,21331,5301,0.40022494,0.39479393,0.26235597,0.24227457,0.55656906,0.0053363959,1,1.2237762,-0.9140647,0,2815,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.6,1,medium_homophily,1644,14234,3458,21331,5301,0.40022494,0.39479393,0.22374388,0.19032732,0.66186641,-0.0011164038,1,1.2154696,-0.91154704,0,1644,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.6,1,high_homophily,15258,14234,3458,21331,5301,0.40022494,0.39479393,0.19131041,0.23638345,0.41061904,0.00033532996,1,1.2237443,-0.90746962,0,15258,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.6,1,all,19717,14234,3458,21331,5301,0.40022494,0.39479393,0.2041579,0.23512628,0.45240532,0.00075071034,1,1.223,-0.90875117,0,19717,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.8,1,low_homophily,2815,7035,1760,28530,6999,0.19780683,0.20093618,0.3596447,0.21633122,0.74871245,-0.0076220999,1,1.2237762,-0.9140647,0,2815,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.8,1,medium_homophily,1644,7035,1760,28530,6999,0.19780683,0.20093618,0.33091063,0.18549385,0.84328572,-0.0051016398,1,1.2154696,-0.91154704,0,1644,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.8,1,high_homophily,15258,7035,1760,28530,6999,0.19780683,0.20093618,0.30077414,0.23805459,0.62855909,0.0011478519,1,1.2237443,-0.90746962,0,15258,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.8,1,all,19717,7035,1760,28530,6999,0.19780683,0.20093618,0.31169188,0.23206866,0.66361728,-0.00051200907,1,1.223,-0.90875117,0,19717,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.1,2,low_homophily,2815,31907,7858,3658,901,0.89714607,0.89713438,0.042259322,0.13683507,0.093744124,0.0006574333,1,1.247619,-0.9140647,0,2815,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.1,2,medium_homophily,1644,31907,7858,3658,901,0.89714607,0.89713438,0.03018553,0.088974375,0.12979145,-0.0011677726,1,1.2321429,-0.91154704,0,1644,raw_feature_proxy,True
