dataset,source,augmentation_type,augmentation_rate,trial,local_homophily_group,num_nodes_in_group,retained_same_class_edges,retained_cross_class_edges,dropped_same_class_edges,dropped_cross_class_edges,same_class_edge_retention_rate,cross_class_edge_retention_rate,neighbor_label_distribution_js_divergence,neighbor_label_distribution_js_divergence_std,neighbor_label_distribution_l1_distance,local_homophily_change,positive_pair_cosine_similarity,positive_pair_rank,positive_pair_similarity_drop,low_reliability_positive_ratio,positive_nodes_evaluated,embedding_source,labels_posthoc_only
PubMed,pyg,edge_drop,0.1,2,high_homophily,15258,31907,7858,3658,901,0.89714607,0.89713438,0.026002655,0.10828839,0.061016938,-0.00030989736,1,1.2300593,-0.90746962,0,15258,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.1,2,all,19717,31907,7858,3658,901,0.89714607,0.89713438,0.02867239,0.11153383,0.071423812,-0.00025124416,1,1.233,-0.90875117,0,19717,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.2,2,low_homophily,2815,28504,7006,7061,1753,0.80146211,0.799863,0.077545797,0.17686539,0.17242854,-0.00088503271,1,1.247619,-0.9140647,0,2815,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.2,2,medium_homophily,1644,28504,7006,7061,1753,0.80146211,0.799863,0.066544029,0.12880851,0.25564387,0.0053996052,1,1.2321429,-0.91154704,0,1644,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.2,2,high_homophily,15258,28504,7006,7061,1753,0.80146211,0.799863,0.053260485,0.15068186,0.12061116,2.4406363e-05,1,1.2300593,-0.90746962,0,15258,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.2,2,all,19717,28504,7006,7061,1753,0.80146211,0.799863,0.057835283,0.15328967,0.13926814,0.00038840353,1,1.233,-0.90875117,0,19717,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.4,2,low_homophily,2815,21258,5207,14307,3552,0.59772248,0.59447426,0.16752996,0.22970236,0.36273668,-0.00073922485,1,1.247619,-0.9140647,0,2815,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.4,2,medium_homophily,1644,21258,5207,14307,3552,0.59772248,0.59447426,0.13836633,0.17175271,0.46225654,-0.0036461286,1,1.2321429,-0.91154704,0,1644,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.4,2,high_homophily,15258,21258,5207,14307,3552,0.59772248,0.59447426,0.11720346,0.20630766,0.25721685,0.0014401779,1,1.2300593,-0.90746962,0,15258,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.4,2,all,19717,21258,5207,14307,3552,0.59772248,0.59447426,0.12615314,0.20796331,0.28937811,0.00066301263,1,1.233,-0.90875117,0,19717,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.6,2,low_homophily,2815,14339,3552,21226,5207,0.40317728,0.40552574,0.24991298,0.24200341,0.53308621,0.0013250675,1,1.247619,-0.9140647,0,2815,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.6,2,medium_homophily,1644,14339,3552,21226,5207,0.40317728,0.40552574,0.22561428,0.19200621,0.65946836,-0.0079567728,1,1.2321429,-0.91154704,0,1644,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.6,2,high_homophily,15258,14339,3552,21226,5207,0.40317728,0.40552574,0.19175904,0.23650696,0.41138036,0.00085897299,1,1.2300593,-0.90746962,0,15258,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.6,2,all,19717,14339,3552,21226,5207,0.40317728,0.40552574,0.20288454,0.23489505,0.44944187,-6.5149449e-06,1,1.233,-0.90875117,0,19717,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.8,2,low_homophily,2815,7114,1815,28451,6944,0.20002812,0.20721544,0.34889589,0.22130696,0.72588719,-0.0070052056,1,1.247619,-0.9140647,0,2815,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.8,2,medium_homophily,1644,7114,1815,28451,6944,0.20002812,0.20721544,0.33100074,0.18375911,0.84149877,-0.010345641,1,1.2321429,-0.91154704,0,1644,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.8,2,high_homophily,15258,7114,1815,28451,6944,0.20002812,0.20721544,0.29843302,0.2386678,0.62370804,3.4583544e-05,1,1.2300593,-0.90746962,0,15258,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.8,2,all,19717,7114,1815,28451,6944,0.20002812,0.20721544,0.30835311,0.23289875,0.65645553,-0.0019233096,1,1.233,-0.90875117,0,19717,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.1,3,low_homophily,2815,32001,7942,3564,817,0.89978912,0.90672451,0.037239422,0.1281061,0.084123322,-0.00094966301,1,1.2315436,-0.9140647,0,2815,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.1,3,medium_homophily,1644,32001,7942,3564,817,0.89978912,0.90672451,0.035290314,0.095992602,0.14461195,-0.0074363478,1,1.1968912,-0.91154704,0,1644,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.1,3,high_homophily,15258,32001,7942,3564,817,0.89978912,0.90672451,0.024917014,0.10645243,0.057612014,-0.00026849687,1,1.2266402,-0.90746962,0,15258,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.1,3,all,19717,32001,7942,3564,817,0.89978912,0.90672451,0.02754121,0.10910757,0.068651078,-0.00098698872,1,1.2245,-0.90875117,0,19717,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.2,3,low_homophily,2815,28449,6999,7116,1760,0.79991565,0.79906382,0.083611585,0.18229602,0.18459936,-9.6238939e-05,1,1.2315436,-0.9140647,0,2815,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.2,3,medium_homophily,1644,28449,6999,7116,1760,0.79991565,0.79906382,0.068160091,0.12760988,0.26568435,0.00035521483,1,1.1968912,-0.91154704,0,1644,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.2,3,high_homophily,15258,28449,6999,7116,1760,0.79991565,0.79906382,0.055164509,0.1530289,0.12432781,0.00034679392,1,1.2266402,-0.90746962,0,15258,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.2,3,all,19717,28449,6999,7116,1760,0.79991565,0.79906382,0.060309473,0.15597225,0.14471907,0.00028796029,1,1.2245,-0.90875117,0,19717,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.4,3,low_homophily,2815,21308,5331,14257,3428,0.59912836,0.60863112,0.16197776,0.22710254,0.35112212,-0.0020696914,1,1.2315436,-0.9140647,0,2815,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.4,3,medium_homophily,1644,21308,5331,14257,3428,0.59912836,0.60863112,0.13826529,0.17078947,0.46257377,-0.001804639,1,1.1968912,-0.91154704,0,1644,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.4,3,high_homophily,15258,21308,5331,14257,3428,0.59912836,0.60863112,0.11648738,0.2060655,0.25630501,-0.001302069,1,1.2266402,-0.90746962,0,15258,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.4,3,all,19717,21308,5331,14257,3428,0.59912836,0.60863112,0.12479789,0.20717498,0.28704072,-0.0014492723,1,1.2245,-0.90875117,0,19717,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.6,3,low_homophily,2815,14358,3447,21207,5312,0.40371151,0.39353808,0.25881314,0.24288723,0.54864712,0.0030872542,1,1.2315436,-0.9140647,0,2815,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.6,3,medium_homophily,1644,14358,3447,21207,5312,0.40371151,0.39353808,0.22479208,0.18936217,0.66824595,0.017844253,1,1.1968912,-0.91154704,0,1644,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.6,3,high_homophily,15258,14358,3447,21207,5312,0.40371151,0.39353808,0.19391883,0.23707115,0.41552931,0.00052990849,1,1.2266402,-0.90746962,0,15258,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.6,3,all,19717,14358,3447,21207,5312,0.40371151,0.39353808,0.20575801,0.23546865,0.45560603,0.0026783333,1,1.2245,-0.90875117,0,19717,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.8,3,low_homophily,2815,7067,1778,28498,6981,0.19870659,0.20299121,0.35542362,0.21826759,0.7385064,-0.0085479982,1,1.2315436,-0.9140647,0,2815,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.8,3,medium_homophily,1644,7067,1778,28498,6981,0.19870659,0.20299121,0.33694245,0.18374518,0.84994709,0.029798006,1,1.1968912,-0.91154704,0,1644,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.8,3,high_homophily,15258,7067,1778,28498,6981,0.19870659,0.20299121,0.30016504,0.23792599,0.62802636,0.00037523519,1,1.2266402,-0.90746962,0,15258,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.8,3,all,19717,7067,1778,28498,6981,0.19870659,0.20299121,0.31112081,0.23206071,0.66230333,0.002709434,1,1.2245,-0.90875117,0,19717,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.1,4,low_homophily,2815,32044,7846,3521,913,0.90099817,0.89576436,0.043511624,0.1386565,0.09581803,0.0010264849,1,1.2269504,-0.9140647,0,2815,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.1,4,medium_homophily,1644,32044,7846,3521,913,0.90099817,0.89576436,0.028687506,0.086566584,0.12655887,0.0022876476,1,1.2192513,-0.91154704,0,1644,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.1,4,high_homophily,15258,32044,7846,3521,913,0.90099817,0.89576436,0.024569993,0.10534616,0.057303256,0.00019317619,1,1.2475506,-0.90746962,0,15258,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.1,4,all,19717,32044,7846,3521,913,0.90099817,0.89576436,0.027617611,0.10954939,0.068576539,0.00049037445,1,1.242,-0.90875117,0,19717,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.2,4,low_homophily,2815,28334,7030,7231,1729,0.79668213,0.80260304,0.076130381,0.17512169,0.17092891,-0.00066588744,1,1.2269504,-0.9140647,0,2815,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.2,4,medium_homophily,1644,28334,7030,7231,1729,0.79668213,0.80260304,0.067749508,0.12889771,0.26415369,-0.0068728351,1,1.2192513,-0.91154704,0,1644,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.2,4,high_homophily,15258,28334,7030,7231,1729,0.79668213,0.80260304,0.053926766,0.15152906,0.12198813,-7.333359e-05,1,1.2475506,-0.90746962,0,15258,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.2,4,all,19717,28334,7030,7231,1729,0.79668213,0.80260304,0.058249319,0.15362223,0.14082916,-0.00077170205,1,1.242,-0.90875117,0,19717,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.4,4,low_homophily,2815,21358,5293,14207,3466,0.60053423,0.60429273,0.161943,0.22774706,0.34996704,-0.0020587499,1,1.2269504,-0.9140647,0,2815,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.4,4,medium_homophily,1644,21358,5293,14207,3466,0.60053423,0.60429273,0.14097387,0.17294753,0.46799898,0.002874954,1,1.2192513,-0.91154704,0,1644,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.4,4,high_homophily,15258,21358,5293,14207,3466,0.60053423,0.60429273,0.11414429,0.2045652,0.25138144,-0.00040342766,1,1.2475506,-0.90746962,0,15258,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.4,4,all,19717,21358,5293,14207,3466,0.60053423,0.60429273,0.12320557,0.20636523,0.28351806,-0.00029519114,1,1.242,-0.90875117,0,19717,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.6,4,low_homophily,2815,14200,3491,21365,5268,0.39926894,0.39856148,0.25778097,0.24239759,0.54807935,0.0018390377,1,1.2269504,-0.9140647,0,2815,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.6,4,medium_homophily,1644,14200,3491,21365,5268,0.39926894,0.39856148,0.22963368,0.19145167,0.67513062,-0.0077954827,1,1.2192513,-0.91154704,0,1644,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.6,4,high_homophily,15258,14200,3491,21365,5268,0.39926894,0.39856148,0.19493692,0.23716291,0.4181195,0.0002584493,1,1.2475506,-0.90746962,0,15258,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.6,4,all,19717,14200,3491,21365,5268,0.39926894,0.39856148,0.20680218,0.23557266,0.45810343,-0.00041410094,1,1.242,-0.90875117,0,19717,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.8,4,low_homophily,2815,7017,1797,28548,6962,0.19730072,0.20516041,0.35825791,0.21746119,0.74500686,-0.0051599022,1,1.2269504,-0.9140647,0,2815,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.8,4,medium_homophily,1644,7017,1797,28548,6962,0.19730072,0.20516041,0.33590407,0.1843021,0.84779064,-0.018961966,1,1.2192513,-0.91154704,0,1644,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.8,4,high_homophily,15258,7017,1797,28548,6962,0.19730072,0.20516041,0.29862359,0.23850111,0.62512381,-0.0026741034,1,1.2475506,-0.90746962,0,15258,raw_feature_proxy,True
PubMed,pyg,edge_drop,0.8,4,all,19717,7017,1797,28548,6962,0.19730072,0.20516041,0.31024603,0.23257464,0.66080546,-0.0047712782,1,1.242,-0.90875117,0,19717,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.1,0,low_homophily,1604,6534,21779,679,2379,0.90586441,0.9015233,0.010199083,0.039269145,0.083585019,4.9817277e-05,0.88279302,1.1458037,-0.87298939,0,1604,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.1,0,medium_homophily,513,6534,21779,679,2379,0.90586441,0.9015233,0.015304162,0.049523042,0.10490498,0.0029282508,0.92787524,1.1625835,-0.91662337,0,513,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.1,0,high_homophily,160,6534,21779,679,2379,0.90586441,0.9015233,0.012168657,0.058840335,0.067088942,-0.0057870329,0.95,1.2206897,-0.93660286,0,160,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.1,0,all,2277,6534,21779,679,2379,0.90586441,0.9015233,0.011487637,0.043434975,0.087229185,0.00029172962,0.89767238,1.155,-0.88728996,0,2277,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.2,0,low_homophily,1604,5765,19302,1448,4856,0.79925135,0.79898998,0.026119793,0.068642903,0.15850136,-0.0014980775,0.88279302,1.1458037,-0.87298939,0,1604,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.2,0,medium_homophily,513,5765,19302,1448,4856,0.79925135,0.79898998,0.030821833,0.069572912,0.1934892,-0.0050371087,0.92787524,1.1625835,-0.91662337,0,513,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.2,0,high_homophily,160,5765,19302,1448,4856,0.79925135,0.79898998,0.034919018,0.087779544,0.14877235,0.0098019717,0.95,1.2206897,-0.93660286,0,160,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.2,0,all,2277,5765,19302,1448,4856,0.79925135,0.79898998,0.027797449,0.07041843,0.16570036,-0.0015167712,0.89767238,1.155,-0.88728996,0,2277,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.4,0,low_homophily,1604,4374,14536,2839,9622,0.6064051,0.60170544,0.063358675,0.11422366,0.28668155,0.0019903275,0.88279302,1.1458037,-0.87298939,0,1604,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.4,0,medium_homophily,513,4374,14536,2839,9622,0.6064051,0.60170544,0.077845847,0.11867509,0.35493237,0.00098248904,0.92787524,1.1625835,-0.91662337,0,513,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.4,0,high_homophily,160,4374,14536,2839,9622,0.6064051,0.60170544,0.097482988,0.1601763,0.32336224,-0.02169414,0.95,1.2206897,-0.93660286,0,160,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.4,0,all,2277,4374,14536,2839,9622,0.6064051,0.60170544,0.069020427,0.11943076,0.30463569,0.00020364592,0.89767238,1.155,-0.88728996,0,2277,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.6,0,low_homophily,1604,2902,9605,4311,14553,0.40232913,0.39759086,0.12852892,0.16166263,0.45658277,-0.00358281,0.88279302,1.1458037,-0.87298939,0,1604,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.6,0,medium_homophily,513,2902,9605,4311,14553,0.40232913,0.39759086,0.15237966,0.15975001,0.54549765,0.0079122799,0.92787524,1.1625835,-0.91662337,0,513,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.6,0,high_homophily,160,2902,9605,4311,14553,0.40232913,0.39759086,0.10827335,0.15210995,0.35812889,0.024785018,0.95,1.2206897,-0.93660286,0,160,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.6,0,all,2277,2902,9605,4311,14553,0.40232913,0.39759086,0.13247909,0.16101887,0.46969683,0.00097270971,0.89767238,1.155,-0.88728996,0,2277,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.8,0,low_homophily,1604,1472,4817,5741,19341,0.20407597,0.19939565,0.23053355,0.19646298,0.68358634,0.00075254532,0.88279302,1.1458037,-0.87298939,0,1604,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.8,0,medium_homophily,513,1472,4817,5741,19341,0.20407597,0.19939565,0.27541662,0.18874216,0.81005922,-0.0084861117,0.92787524,1.1625835,-0.91662337,0,513,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.8,0,high_homophily,160,1472,4817,5741,19341,0.20407597,0.19939565,0.25297862,0.22885996,0.62449126,-0.041739157,0.95,1.2206897,-0.93660286,0,160,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.8,0,all,2277,1472,4817,5741,19341,0.20407597,0.19939565,0.24222271,0.19811235,0.70792774,-0.0038181206,0.89767238,1.155,-0.88728996,0,2277,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.1,1,low_homophily,1604,6487,21730,726,2428,0.8993484,0.89949499,0.011618622,0.045884095,0.089939931,0.0010020331,0.88279302,1.1471215,-0.87298939,0,1604,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.1,1,medium_homophily,513,6487,21730,726,2428,0.8993484,0.89949499,0.015376451,0.049050607,0.11508565,-0.0066089788,0.92787524,1.1725664,-0.91662337,0,513,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.1,1,high_homophily,160,6487,21730,726,2428,0.8993484,0.89949499,0.007170232,0.027646466,0.056444477,-0.0019881969,0.95,1.1985816,-0.93660286,0,160,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.1,1,all,2277,6487,21730,726,2428,0.8993484,0.89949499,0.012152669,0.04564135,0.093251517,-0.00092960458,0.89767238,1.1565,-0.88728996,0,2277,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.2,1,low_homophily,1604,5831,19335,1382,4823,0.8084015,0.80035599,0.026278839,0.070942944,0.16076996,0.0022257429,0.88279302,1.1471215,-0.87298939,0,1604,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.2,1,medium_homophily,513,5831,19335,1382,4823,0.8084015,0.80035599,0.029648618,0.07022514,0.19046697,0.0098284642,0.92787524,1.1725664,-0.91662337,0,513,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.2,1,high_homophily,160,5831,19335,1382,4823,0.8084015,0.80035599,0.021255221,0.064789211,0.10548516,0.0013781474,0.95,1.1985816,-0.93660286,0,160,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.2,1,all,2277,5831,19335,1382,4823,0.8084015,0.80035599,0.026685039,0.070395643,0.16357584,0.0038843462,0.89767238,1.1565,-0.88728996,0,2277,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.4,1,low_homophily,1604,4270,14559,2943,9599,0.59198669,0.6026575,0.067402648,0.12045462,0.29703187,-0.0017666691,0.88279302,1.1471215,-0.87298939,0,1604,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.4,1,medium_homophily,513,4270,14559,2943,9599,0.59198669,0.6026575,0.086066023,0.12648379,0.37326765,0.004832734,0.92787524,1.1725664,-0.91662337,0,513,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.4,1,high_homophily,160,4270,14559,2943,9599,0.59198669,0.6026575,0.067709688,0.12933966,0.25099687,-0.00012109637,0.95,1.1985816,-0.93660286,0,160,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.4,1,all,2277,4270,14559,2943,9599,0.59198669,0.6026575,0.071629015,0.12272456,0.31097274,-0.00015540916,0.89767238,1.1565,-0.88728996,0,2277,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.6,1,low_homophily,1604,2813,9695,4400,14463,0.3899903,0.40131633,0.12447314,0.15554753,0.44812461,-0.0062062035,0.88279302,1.1471215,-0.87298939,0,1604,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.6,1,medium_homophily,513,2813,9695,4400,14463,0.3899903,0.40131633,0.15342796,0.1589765,0.55651781,-0.01188037,0.92787524,1.1725664,-0.91662337,0,513,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.6,1,high_homophily,160,2813,9695,4400,14463,0.3899903,0.40131633,0.16705183,0.20505179,0.47887819,-0.028231811,0.95,1.1985816,-0.93660286,0,160,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.6,1,all,2277,2813,9695,4400,14463,0.3899903,0.40131633,0.13398847,0.16099105,0.4747062,-0.0088760262,0.89767238,1.1565,-0.88728996,0,2277,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.8,1,low_homophily,1604,1467,4830,5746,19328,0.20338278,0.19993377,0.22544567,0.19593961,0.67605858,-0.0052518731,0.88279302,1.1471215,-0.87298939,0,1604,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.8,1,medium_homophily,513,1467,4830,5746,19328,0.20338278,0.19993377,0.2719433,0.18863654,0.79644939,-0.002168185,0.92787524,1.1725664,-0.91662337,0,513,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.8,1,high_homophily,160,1467,4830,5746,19328,0.20338278,0.19993377,0.20895947,0.20194857,0.55130704,0.04623313,0.95,1.1985816,-0.93660286,0,160,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.8,1,all,2277,1467,4830,5746,19328,0.20338278,0.19993377,0.23476297,0.19582378,0.69441617,-0.0014311168,0.89767238,1.1565,-0.88728996,0,2277,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.1,2,low_homophily,1604,6454,21719,759,2439,0.89477333,0.89903966,0.012077663,0.047440452,0.09213766,0.00077884079,0.88279302,1.1494334,-0.87298939,0,1604,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.1,2,medium_homophily,513,6454,21719,759,2439,0.89477333,0.89903966,0.013890878,0.04443832,0.10997544,-0.0025389074,0.92787524,1.1662921,-0.91662337,0,513,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.1,2,high_homophily,160,6454,21719,759,2439,0.89477333,0.89903966,0.014035607,0.061926107,0.06375433,0.002193243,0.95,1.2377622,-0.93660286,0,160,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.1,2,all,2277,6454,21719,759,2439,0.89477333,0.89903966,0.012623755,0.047963382,0.094162012,0.0001278207,0.89767238,1.1595,-0.88728996,0,2277,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.2,2,low_homophily,1604,5777,19322,1436,4836,0.80091501,0.79981787,0.026682532,0.07571138,0.16164152,0.0021406468,0.88279302,1.1494334,-0.87298939,0,1604,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.2,2,medium_homophily,513,5777,19322,1436,4836,0.80091501,0.79981787,0.03101977,0.067106993,0.19341775,-0.00078866595,0.92787524,1.1662921,-0.91662337,0,513,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.2,2,high_homophily,160,5777,19322,1436,4836,0.80091501,0.79981787,0.019914959,0.062984383,0.10674652,-0.0018527228,0.95,1.2377622,-0.93660286,0,160,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.2,2,all,2277,5777,19322,1436,4836,0.80091501,0.79981787,0.027184153,0.073065201,0.16494324,0.001193971,0.89767238,1.1595,-0.88728996,0,2277,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.4,2,low_homophily,1604,4358,14402,2855,9756,0.60418688,0.59615862,0.066015456,0.11671788,0.29383308,0.00090192435,0.88279302,1.1494334,-0.87298939,0,1604,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.4,2,medium_homophily,513,4358,14402,2855,9756,0.60418688,0.59615862,0.073815037,0.1166101,0.34606333,0.0029880794,0.92787524,1.1662921,-0.91662337,0,513,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.4,2,high_homophily,160,4358,14402,2855,9756,0.60418688,0.59615862,0.076265953,0.14325783,0.25625622,-0.00079800824,0.95,1.2377622,-0.93660286,0,160,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.4,2,all,2277,4358,14402,2855,9756,0.60418688,0.59615862,0.068492955,0.11881573,0.30295992,0.0012648246,0.89767238,1.1595,-0.88728996,0,2277,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.6,2,low_homophily,1604,2893,9532,4320,14626,0.40108138,0.39456909,0.12640533,0.16007795,0.45362772,0.0062872306,0.88279302,1.1494334,-0.87298939,0,1604,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.6,2,medium_homophily,513,2893,9532,4320,14626,0.40108138,0.39456909,0.1555855,0.15812032,0.55519017,0.0033071095,0.92787524,1.1662921,-0.91662337,0,513,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.6,2,high_homophily,160,2893,9532,4320,14626,0.40108138,0.39456909,0.15479874,0.18945234,0.44799384,0.00013285848,0.95,1.2377622,-0.93660286,0,160,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.6,2,all,2277,2893,9532,4320,14626,0.40108138,0.39456909,0.13497467,0.16242265,0.4761135,0.0052188247,0.89767238,1.1595,-0.88728996,0,2277,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.8,2,low_homophily,1604,1489,4699,5724,19459,0.20643283,0.19451114,0.22416992,0.19196246,0.66592505,0.003234503,0.88279302,1.1494334,-0.87298939,0,1604,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.8,2,medium_homophily,513,1489,4699,5724,19459,0.20643283,0.19451114,0.27917422,0.18973927,0.80796137,0.012880544,0.92787524,1.1662921,-0.91662337,0,513,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.8,2,high_homophily,160,1489,4699,5724,19459,0.20643283,0.19451114,0.27644678,0.21607611,0.67208855,0.024238961,0.95,1.2377622,-0.93660286,0,160,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.8,2,all,2277,1489,4699,5724,19459,0.20643283,0.19451114,0.24023557,0.19484698,0.69835843,0.0065888117,0.89767238,1.1595,-0.88728996,0,2277,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.1,3,low_homophily,1604,6462,21732,751,2426,0.89588243,0.89957778,0.014860778,0.057861761,0.099653005,-0.0011200087,0.88279302,1.1519435,-0.87298939,0,1604,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.1,3,medium_homophily,513,6462,21732,751,2426,0.89588243,0.89957778,0.016034974,0.046721832,0.1146813,0.0011806474,0.92787524,1.1621622,-0.91662337,0,513,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.1,3,high_homophily,160,6462,21732,751,2426,0.89588243,0.89957778,0.023988311,0.084348522,0.097074651,0.0015899703,0.95,1.212766,-0.93660286,0,160,raw_feature_proxy,True
Chameleon,pyg,edge_drop,0.1,3,all,2277,6462,21732,751,2426,0.89588243,0.89957778,0.015766693,0.057926871,0.10285765,-0.00041009136,0.89767238,1.1585,-0.88728996,0,2277,raw_feature_proxy,True
